geometry
LINESTRING (144.961495 -37.798167, 144.961512 -37.798066)
LINESTRING (144.960874 -37.798138, 144.961132 -37.798167)
LINESTRING (144.961132 -37.798167, 144.961061 -37.798577)
LINESTRING (144.959829 -37.797423, 144.959935 -37.797388)
LINESTRING (144.959935 -37.797388, 144.960333 -37.797426)
LINESTRING (144.960254 -37.799133, 144.960217 -37.799327)
LINESTRING (144.960217 -37.799327, 144.960264 -37.799332)
LINESTRING (144.959599 -37.798785, 144.959715 -37.798878)
LINESTRING (144.959715 -37.798878, 144.959709 -37.798922)
LINESTRING (144.959709 -37.798922, 144.95981 -37.798933)
LINESTRING (144.95981 -37.798933, 144.95985 -37.798965)
LINESTRING (144.95985 -37.798965, 144.959845 -37.799001)
LINESTRING (144.96088 -37.797238, 144.960859 -37.797349)
LINESTRING (144.960859 -37.797349, 144.960842 -37.797442)
LINESTRING (144.960842 -37.797442, 144.960827 -37.797521)
LINESTRING (144.96088 -37.797238, 144.961312 -37.79729)
LINESTRING (144.961312 -37.79729, 144.961346 -37.797293)
LINESTRING (144.959179 -37.799215, 144.959044 -37.799349)
LINESTRING (144.959217 -37.798889, 144.959281 -37.798919)
LINESTRING (144.959281 -37.798919, 144.959296 -37.798957)
LINESTRING (144.958605 -37.799371, 144.958264 -37.799388)
LINESTRING (144.958264 -37.799388, 144.957909 -37.799362)
LINESTRING (144.960368 -37.798172, 144.960707 -37.798466)
LINESTRING (144.960081 -37.79818, 144.95998 -37.798169)
LINESTRING (144.95998 -37.798169, 144.959677 -37.798131)
LINESTRING (144.96307 -37.796965, 144.963101 -37.796767)
LINESTRING (144.963101 -37.796767, 144.962676 -37.796723)
LINESTRING (144.962676 -37.796723, 144.962638 -37.796673)
LINESTRING (144.962638 -37.796673, 144.962659 -37.796545)
LINESTRING (144.962659 -37.796545, 144.962687 -37.796504)
LINESTRING (144.962638 -37.796673, 144.962625 -37.7967)
LINESTRING (144.961714 -37.798573, 144.961635 -37.798565)
LINESTRING (144.961635 -37.798565, 144.961537 -37.798555)
LINESTRING (144.960333 -37.797426, 144.960374 -37.79743)
LINESTRING (144.960374 -37.79743, 144.960354 -37.797538)
LINESTRING (144.960354 -37.797538, 144.96041 -37.797542)
LINESTRING (144.96041 -37.797542, 144.960478 -37.79755)
LINESTRING (144.960478 -37.79755, 144.960658 -37.79757)
LINESTRING (144.960658 -37.79757, 144.9607 -37.797568)
LINESTRING (144.9607 -37.797568, 144.960827 -37.797521)
LINESTRING (144.963182 -37.797756, 144.963163 -37.797875)
LINESTRING (144.963163 -37.797875, 144.963162 -37.797934)
LINESTRING (144.963162 -37.797934, 144.963156 -37.797969)
LINESTRING (144.963156 -37.797969, 144.963152 -37.797995)
LINESTRING (144.963152 -37.797995, 144.963139 -37.798069)
LINESTRING (144.963139 -37.798069, 144.963105 -37.79828)
LINESTRING (144.963105 -37.79828, 144.963092 -37.79835)
LINESTRING (144.963092 -37.79835, 144.963059 -37.798379)
LINESTRING (144.963059 -37.798379, 144.963054 -37.798409)
LINESTRING (144.963054 -37.798409, 144.963049 -37.798442)
LINESTRING (144.963245 -37.795753, 144.962808 -37.795702)
LINESTRING (144.958589 -37.798064, 144.958171 -37.798033)
LINESTRING (144.958171 -37.798033, 144.95806 -37.798027)
LINESTRING (144.95806 -37.798027, 144.957951 -37.798021)
LINESTRING (144.960888 -37.798058, 144.960882 -37.798089)
LINESTRING (144.960874 -37.798138, 144.960813 -37.798479)
LINESTRING (144.958009 -37.798467, 144.958273 -37.798486)
LINESTRING (144.958273 -37.798486, 144.958301 -37.798502)
LINESTRING (144.958301 -37.798502, 144.958473 -37.798517)
LINESTRING (144.958473 -37.798517, 144.958533 -37.798592)
LINESTRING (144.958533 -37.798592, 144.958568 -37.79865)
LINESTRING (144.958568 -37.79865, 144.958836 -37.798678)
LINESTRING (144.958836 -37.798678, 144.958922 -37.79873)
LINESTRING (144.95855 -37.798511, 144.958533 -37.798592)
LINESTRING (144.958502 -37.798709, 144.958568 -37.79865)
LINESTRING (144.95855 -37.798511, 144.958555 -37.798463)
LINESTRING (144.958473 -37.798517, 144.958375 -37.798494)
LINESTRING (144.958375 -37.798494, 144.95855 -37.798511)
LINESTRING (144.958375 -37.798494, 144.958273 -37.798486)
LINESTRING (144.961256 -37.799617, 144.961303 -37.799622)
LINESTRING (144.961303 -37.799622, 144.961379 -37.799221)
LINESTRING (144.961379 -37.799221, 144.961405 -37.799161)
LINESTRING (144.961405 -37.799161, 144.961429 -37.799026)
LINESTRING (144.961429 -37.799026, 144.961455 -37.798871)
LINESTRING (144.961455 -37.798871, 144.961479 -37.798724)
LINESTRING (144.961479 -37.798724, 144.961494 -37.798693)
LINESTRING (144.961494 -37.798693, 144.961531 -37.798672)
LINESTRING (144.961531 -37.798672, 144.961578 -37.798643)
LINESTRING (144.961578 -37.798643, 144.961616 -37.798612)
LINESTRING (144.961616 -37.798612, 144.961635 -37.798565)
LINESTRING (144.955675 -37.797248, 144.955838 -37.797265)
LINESTRING (144.962346 -37.796829, 144.962348 -37.796816)
LINESTRING (144.962348 -37.796816, 144.962378 -37.796656)
LINESTRING (144.962378 -37.796656, 144.962348 -37.796612)
LINESTRING (144.962594 -37.798392, 144.962614 -37.798437)
LINESTRING (144.962614 -37.798437, 144.962534 -37.798905)
LINESTRING (144.962594 -37.798928, 144.962893 -37.798959)
LINESTRING (144.962893 -37.798959, 144.962898 -37.798973)
LINESTRING (144.964246 -37.796216, 144.964516 -37.796249)
LINESTRING (144.964516 -37.796249, 144.964525 -37.796247)
LINESTRING (144.964455 -37.796856, 144.964457 -37.796795)
LINESTRING (144.964457 -37.796795, 144.964453 -37.796731)
LINESTRING (144.964453 -37.796731, 144.964452 -37.796652)
LINESTRING (144.964452 -37.796652, 144.964469 -37.796609)
LINESTRING (144.964469 -37.796609, 144.964525 -37.796247)
LINESTRING (144.964525 -37.796247, 144.964588 -37.795921)
LINESTRING (144.964588 -37.795921, 144.964654 -37.795535)
LINESTRING (144.964654 -37.795535, 144.964685 -37.795342)
LINESTRING (144.964361 -37.797382, 144.964274 -37.797877)
LINESTRING (144.964274 -37.797877, 144.964167 -37.798432)
LINESTRING (144.964167 -37.798432, 144.964152 -37.798494)
LINESTRING (144.963955 -37.797569, 144.963922 -37.797566)
LINESTRING (144.963922 -37.797566, 144.963773 -37.797545)
LINESTRING (144.963773 -37.797545, 144.963764 -37.797544)
LINESTRING (144.963764 -37.797544, 144.963574 -37.797501)
LINESTRING (144.963624 -37.797292, 144.963619 -37.797314)
LINESTRING (144.963688 -37.797301, 144.963698 -37.79726)
LINESTRING (144.964333 -37.797043, 144.964421 -37.797055)
LINESTRING (144.958576 -37.797196, 144.958491 -37.797079)
LINESTRING (144.958491 -37.797079, 144.958388 -37.796937)
LINESTRING (144.958388 -37.796937, 144.958371 -37.79682)
LINESTRING (144.958371 -37.79682, 144.958408 -37.79671)
LINESTRING (144.958408 -37.79671, 144.958449 -37.796626)
LINESTRING (144.958449 -37.796626, 144.958418 -37.796577)
LINESTRING (144.958418 -37.796577, 144.958347 -37.796551)
LINESTRING (144.958347 -37.796551, 144.95828 -37.796544)
LINESTRING (144.963925 -37.799824, 144.963956 -37.799638)
LINESTRING (144.963956 -37.799638, 144.964003 -37.799381)
LINESTRING (144.964003 -37.799381, 144.964009 -37.799352)
LINESTRING (144.964009 -37.799352, 144.96413 -37.798639)
LINESTRING (144.959709 -37.797426, 144.959697 -37.797462)
LINESTRING (144.959697 -37.797462, 144.959665 -37.797554)
LINESTRING (144.959665 -37.797554, 144.959663 -37.797564)
LINESTRING (144.962584 -37.79682, 144.962579 -37.796847)
LINESTRING (144.962793 -37.796843, 144.962786 -37.796883)
LINESTRING (144.963007 -37.796866, 144.962999 -37.796911)
LINESTRING (144.963466 -37.796658, 144.963429 -37.796875)
LINESTRING (144.963429 -37.796875, 144.963225 -37.796855)
LINESTRING (144.963429 -37.796875, 144.963593 -37.796891)
LINESTRING (144.966522 -37.793389, 144.966347 -37.79342)
LINESTRING (144.966347 -37.79342, 144.966039 -37.793407)
LINESTRING (144.966039 -37.793407, 144.965754 -37.793378)
LINESTRING (144.965754 -37.793378, 144.965634 -37.7934)
LINESTRING (144.965634 -37.7934, 144.965469 -37.793445)
LINESTRING (144.965469 -37.793445, 144.965344 -37.79354)
LINESTRING (144.965344 -37.79354, 144.965315 -37.793555)
LINESTRING (144.965315 -37.793555, 144.965259 -37.793845)
LINESTRING (144.965259 -37.793845, 144.965239 -37.79395)
LINESTRING (144.965239 -37.79395, 144.965167 -37.794317)
LINESTRING (144.965167 -37.794317, 144.964922 -37.795674)
LINESTRING (144.964922 -37.795674, 144.964863 -37.796016)
LINESTRING (144.964863 -37.796016, 144.964848 -37.796122)
LINESTRING (144.964848 -37.796122, 144.964751 -37.796819)
LINESTRING (144.965239 -37.79395, 144.965424 -37.79418)
LINESTRING (144.965424 -37.79418, 144.965404 -37.794261)
LINESTRING (144.961529 -37.79703, 144.961563 -37.797034)
LINESTRING (144.961563 -37.797034, 144.961552 -37.797097)
LINESTRING (144.961552 -37.797097, 144.961782 -37.797124)
LINESTRING (144.961782 -37.797124, 144.961768 -37.7972)
LINESTRING (144.961768 -37.7972, 144.962277 -37.797258)
LINESTRING (144.962339 -37.796864, 144.96231 -37.79702)
LINESTRING (144.96231 -37.79702, 144.962315 -37.797069)
LINESTRING (144.962315 -37.797069, 144.962277 -37.797258)
LINESTRING (144.962277 -37.797258, 144.962245 -37.79743)
LINESTRING (144.962245 -37.79743, 144.962223 -37.797456)
LINESTRING (144.962223 -37.797456, 144.962178 -37.797472)
LINESTRING (144.962339 -37.796864, 144.962273 -37.796857)
LINESTRING (144.962273 -37.796857, 144.962237 -37.796833)
LINESTRING (144.962237 -37.796833, 144.962004 -37.796808)
LINESTRING (144.962004 -37.796808, 144.961585 -37.796759)
LINESTRING (144.961585 -37.796759, 144.961558 -37.796757)
LINESTRING (144.961558 -37.796757, 144.961509 -37.796752)
LINESTRING (144.962315 -37.797069, 144.962354 -37.797072)
LINESTRING (144.963207 -37.796979, 144.963302 -37.796981)
LINESTRING (144.963246 -37.797375, 144.96306 -37.797354)
LINESTRING (144.963592 -37.797439, 144.963589 -37.797445)
LINESTRING (144.963589 -37.797445, 144.963574 -37.797501)
LINESTRING (144.963574 -37.797501, 144.963553 -37.797539)
LINESTRING (144.962018 -37.796737, 144.962004 -37.796808)
LINESTRING (144.960384 -37.798085, 144.960874 -37.798138)
LINESTRING (144.960407 -37.797958, 144.960393 -37.798038)
LINESTRING (144.960393 -37.798038, 144.960384 -37.798085)
LINESTRING (144.960384 -37.798085, 144.960368 -37.798172)
LINESTRING (144.960368 -37.798172, 144.960324 -37.798168)
LINESTRING (144.960324 -37.798168, 144.960315 -37.798206)
LINESTRING (144.960315 -37.798206, 144.960081 -37.79818)
LINESTRING (144.959133 -37.79698, 144.959102 -37.796954)
LINESTRING (144.959102 -37.796954, 144.958824 -37.796933)
LINESTRING (144.958688 -37.796923, 144.958745 -37.796925)
LINESTRING (144.958745 -37.796925, 144.958824 -37.796933)
LINESTRING (144.958824 -37.796933, 144.958805 -37.797102)
LINESTRING (144.958805 -37.797102, 144.958798 -37.797155)
LINESTRING (144.959115 -37.796807, 144.95904 -37.796802)
LINESTRING (144.95904 -37.796802, 144.958871 -37.796791)
LINESTRING (144.958871 -37.796791, 144.958814 -37.796779)
LINESTRING (144.958814 -37.796779, 144.958748 -37.796771)
LINESTRING (144.958748 -37.796771, 144.958733 -37.796771)
LINESTRING (144.958733 -37.796771, 144.958707 -37.796769)
LINESTRING (144.959115 -37.796807, 144.959117 -37.7968)
LINESTRING (144.959117 -37.7968, 144.959147 -37.796784)
LINESTRING (144.959147 -37.796784, 144.959176 -37.796788)
LINESTRING (144.959176 -37.796788, 144.959189 -37.796806)
LINESTRING (144.959189 -37.796806, 144.959184 -37.796826)
LINESTRING (144.959184 -37.796826, 144.959172 -37.796834)
LINESTRING (144.959172 -37.796834, 144.959184 -37.796847)
LINESTRING (144.959184 -37.796847, 144.959206 -37.796871)
LINESTRING (144.959206 -37.796871, 144.959234 -37.796857)
LINESTRING (144.959234 -37.796857, 144.959212 -37.79683)
LINESTRING (144.959212 -37.79683, 144.959184 -37.796847)
LINESTRING (144.959184 -37.796847, 144.959154 -37.796861)
LINESTRING (144.959154 -37.796861, 144.959175 -37.796887)
LINESTRING (144.959175 -37.796887, 144.959206 -37.796871)
LINESTRING (144.959115 -37.796807, 144.959113 -37.796819)
LINESTRING (144.959113 -37.796819, 144.95912 -37.796832)
LINESTRING (144.95912 -37.796832, 144.959064 -37.796869)
LINESTRING (144.959156 -37.796904, 144.959121 -37.7969)
LINESTRING (144.959121 -37.7969, 144.959089 -37.796888)
LINESTRING (144.959089 -37.796888, 144.959064 -37.796869)
LINESTRING (144.959064 -37.796869, 144.959048 -37.796849)
LINESTRING (144.959048 -37.796849, 144.95904 -37.796826)
LINESTRING (144.95904 -37.796826, 144.95904 -37.796802)
LINESTRING (144.95904 -37.796802, 144.959051 -37.796774)
LINESTRING (144.959051 -37.796774, 144.959073 -37.79675)
LINESTRING (144.959073 -37.79675, 144.959103 -37.796732)
LINESTRING (144.959103 -37.796732, 144.959139 -37.796724)
LINESTRING (144.959139 -37.796724, 144.959176 -37.796725)
LINESTRING (144.959176 -37.796725, 144.959211 -37.796735)
LINESTRING (144.959211 -37.796735, 144.95924 -37.796754)
LINESTRING (144.95924 -37.796754, 144.95926 -37.79678)
LINESTRING (144.95926 -37.79678, 144.959268 -37.796808)
LINESTRING (144.959268 -37.796808, 144.959264 -37.796838)
LINESTRING (144.959264 -37.796838, 144.959248 -37.796865)
LINESTRING (144.959248 -37.796865, 144.959222 -37.796886)
LINESTRING (144.959222 -37.796886, 144.959191 -37.796899)
LINESTRING (144.959191 -37.796899, 144.959156 -37.796904)
LINESTRING (144.959206 -37.796871, 144.959222 -37.796886)
LINESTRING (144.959222 -37.796886, 144.959372 -37.797056)
LINESTRING (144.958814 -37.796779, 144.958811 -37.796804)
LINESTRING (144.958811 -37.796804, 144.958812 -37.796826)
LINESTRING (144.958812 -37.796826, 144.958813 -37.796842)
LINESTRING (144.958813 -37.796842, 144.958823 -37.796885)
LINESTRING (144.958823 -37.796885, 144.958824 -37.796933)
LINESTRING (144.961347 -37.7938, 144.961176 -37.793924)
LINESTRING (144.961831 -37.793719, 144.961818 -37.793756)
LINESTRING (144.961818 -37.793756, 144.961838 -37.793777)
LINESTRING (144.961838 -37.793777, 144.961899 -37.793801)
LINESTRING (144.961899 -37.793801, 144.962022 -37.793834)
LINESTRING (144.961893 -37.793546, 144.961808 -37.793545)
LINESTRING (144.961808 -37.793545, 144.961661 -37.79355)
LINESTRING (144.961661 -37.79355, 144.961413 -37.793573)
LINESTRING (144.961413 -37.793573, 144.961285 -37.793595)
LINESTRING (144.961285 -37.793595, 144.961262 -37.793623)
LINESTRING (144.961262 -37.793623, 144.961223 -37.793642)
LINESTRING (144.961223 -37.793642, 144.961202 -37.793671)
LINESTRING (144.961202 -37.793671, 144.961199 -37.793697)
LINESTRING (144.961199 -37.793697, 144.961205 -37.793731)
LINESTRING (144.961347 -37.7938, 144.961432 -37.79377)
LINESTRING (144.960801 -37.792443, 144.960832 -37.792475)
LINESTRING (144.960832 -37.792475, 144.960915 -37.792499)
LINESTRING (144.960915 -37.792499, 144.960961 -37.792516)
LINESTRING (144.960961 -37.792516, 144.960986 -37.79256)
LINESTRING (144.960986 -37.79256, 144.96106 -37.792683)
LINESTRING (144.96106 -37.792683, 144.961082 -37.792708)
LINESTRING (144.961082 -37.792708, 144.96112 -37.792736)
LINESTRING (144.96112 -37.792736, 144.961138 -37.792751)
LINESTRING (144.961138 -37.792751, 144.961157 -37.792775)
LINESTRING (144.961157 -37.792775, 144.96116 -37.792796)
LINESTRING (144.96116 -37.792796, 144.961156 -37.792909)
LINESTRING (144.961022 -37.79186, 144.961057 -37.791874)
LINESTRING (144.961057 -37.791874, 144.961085 -37.791897)
LINESTRING (144.961085 -37.791897, 144.96111 -37.791919)
LINESTRING (144.96111 -37.791919, 144.961125 -37.791933)
LINESTRING (144.961125 -37.791933, 144.961165 -37.791983)
LINESTRING (144.961165 -37.791983, 144.961178 -37.792048)
LINESTRING (144.961178 -37.792048, 144.961184 -37.79208)
LINESTRING (144.961268 -37.791732, 144.961187 -37.791804)
LINESTRING (144.961187 -37.791804, 144.961085 -37.791897)
LINESTRING (144.96196 -37.792063, 144.961731 -37.792053)
LINESTRING (144.961731 -37.792053, 144.961488 -37.792059)
LINESTRING (144.961488 -37.792059, 144.961184 -37.79208)
LINESTRING (144.96196 -37.792063, 144.962322 -37.792113)
LINESTRING (144.962322 -37.792113, 144.962539 -37.792157)
LINESTRING (144.962539 -37.792157, 144.962929 -37.792267)
LINESTRING (144.962929 -37.792267, 144.963222 -37.792386)
LINESTRING (144.963222 -37.792386, 144.963495 -37.792528)
LINESTRING (144.963495 -37.792528, 144.963682 -37.792629)
LINESTRING (144.963682 -37.792629, 144.963889 -37.792779)
LINESTRING (144.963889 -37.792779, 144.964042 -37.792912)
LINESTRING (144.964042 -37.792912, 144.964231 -37.79311)
LINESTRING (144.964231 -37.79311, 144.964299 -37.793182)
LINESTRING (144.96462 -37.792846, 144.964544 -37.792954)
LINESTRING (144.964544 -37.792954, 144.964506 -37.793001)
LINESTRING (144.964506 -37.793001, 144.964448 -37.793058)
LINESTRING (144.964448 -37.793058, 144.964418 -37.793098)
LINESTRING (144.964418 -37.793098, 144.964376 -37.793127)
LINESTRING (144.964376 -37.793127, 144.964327 -37.793167)
LINESTRING (144.964327 -37.793167, 144.964299 -37.793182)
LINESTRING (144.96476 -37.794151, 144.964766 -37.794178)
LINESTRING (144.964766 -37.794178, 144.964786 -37.794296)
LINESTRING (144.964786 -37.794296, 144.964796 -37.794532)
LINESTRING (144.964796 -37.794532, 144.964804 -37.79473)
LINESTRING (144.964804 -37.79473, 144.964685 -37.795342)
LINESTRING (144.960638 -37.794184, 144.960657 -37.79424)
LINESTRING (144.960657 -37.79424, 144.960677 -37.794327)
LINESTRING (144.960677 -37.794327, 144.960663 -37.794425)
LINESTRING (144.960663 -37.794425, 144.960652 -37.794578)
LINESTRING (144.960589 -37.795867, 144.960832 -37.795893)
LINESTRING (144.960511 -37.795859, 144.96041 -37.795898)
LINESTRING (144.961931 -37.796014, 144.962031 -37.796036)
LINESTRING (144.962031 -37.796036, 144.962096 -37.796063)
LINESTRING (144.962096 -37.796063, 144.962207 -37.796056)
LINESTRING (144.962207 -37.796056, 144.962241 -37.796031)
LINESTRING (144.962241 -37.796031, 144.962246 -37.795955)
LINESTRING (144.962246 -37.795955, 144.962254 -37.79586)
LINESTRING (144.962254 -37.79586, 144.962281 -37.795782)
LINESTRING (144.962555 -37.799165, 144.962925 -37.799206)
LINESTRING (144.962925 -37.799206, 144.963071 -37.799221)
LINESTRING (144.963071 -37.799221, 144.963106 -37.799225)
LINESTRING (144.963106 -37.799225, 144.963146 -37.79923)
LINESTRING (144.961906 -37.799242, 144.961909 -37.799226)
LINESTRING (144.962001 -37.799268, 144.962002 -37.799252)
LINESTRING (144.962002 -37.799252, 144.962024 -37.799232)
LINESTRING (144.962024 -37.799232, 144.962025 -37.799225)
LINESTRING (144.962024 -37.799232, 144.962086 -37.799239)
LINESTRING (144.961824 -37.799234, 144.961832 -37.799222)
LINESTRING (144.961746 -37.799251, 144.96177 -37.799228)
LINESTRING (144.96177 -37.799228, 144.961824 -37.799234)
LINESTRING (144.961824 -37.799234, 144.961906 -37.799242)
LINESTRING (144.961906 -37.799242, 144.962002 -37.799252)
LINESTRING (144.962272 -37.79931, 144.962372 -37.799321)
LINESTRING (144.959633 -37.79312, 144.959583 -37.793204)
LINESTRING (144.959583 -37.793204, 144.959544 -37.793287)
LINESTRING (144.959544 -37.793287, 144.959567 -37.793368)
LINESTRING (144.959567 -37.793368, 144.959652 -37.793458)
LINESTRING (144.959652 -37.793458, 144.959777 -37.793509)
LINESTRING (144.959777 -37.793509, 144.959958 -37.79357)
LINESTRING (144.959958 -37.79357, 144.960095 -37.793594)
LINESTRING (144.960095 -37.793594, 144.96026 -37.793608)
LINESTRING (144.96026 -37.793608, 144.960462 -37.793586)
LINESTRING (144.960329 -37.793253, 144.960309 -37.793311)
LINESTRING (144.960309 -37.793311, 144.960325 -37.793359)
